Date,7974_T_任天堂_四半期足,9697_T_カプコン_四半期足,9766_T_コナミ_四半期足
2010-07-01,1.1474095007641478,0.3846003101215629,0.314422066726594
2010-10-01,1.2356291365329584,0.42686083590781576,0.3638691260099922
2011-01-01,1.082040183431169,0.4631904643537753,0.35778804668367087
2011-04-01,0.6904125863429136,0.6232523466259484,0.45373615134402706
2011-07-01,0.6791588977183485,0.6438095711563273,0.5871728248471356
2011-10-01,0.5778758338844623,0.5266399630694932,0.4553308031905822
2012-01-01,0.6147743879570114,0.5771312098291964,0.5335164893340386
2012-04-01,0.4962430770698998,0.5020678242960123,0.38565266822005434
2012-07-01,0.5801790697062523,0.4851396849070227,0.4246284778170124
2012-10-01,0.503048653498736,0.46951050507202635,0.4492379372781816
2013-01-01,0.6138655715143864,0.520110176011742,0.5225687485928514
2013-04-01,0.711213775443538,0.5645058532485826,0.5108097977295306
2013-07-01,0.6310445613942767,0.5987955920125942,0.5607664770313732
2013-10-01,0.695752390219799,0.6592305670963389,0.5832729298542971
2014-01-01,0.6201509387178816,0.588879135447368,0.5561022518971909
2014-04-01,0.6654787106660061,0.6259529609507238,0.5763890974478312
2014-07-01,0.6877092822004606,0.5732444160363623,0.5275285373559198
2014-10-01,0.6599929895507738,0.6620521998508575,0.5292055621232662
2015-01-01,1.1851760215879024,0.756019743617059,0.5321501110303067
2015-04-01,1.2720810643396019,0.9153237456056248,0.6234516038447178
2015-07-01,1.1378469269303375,0.8693145839991477,0.6670978648233068
2015-10-01,0.9728356687375439,0.9005553306582389,0.6690328626667611
2016-01-01,0.8914879678482603,0.8684857308570955,0.8341803138574759
2016-04-01,1.2650246815084238,0.7211103298888534,0.9689604584009758
2016-07-01,1.4964999038961955,0.9402944497709599,1.0111369920272735
2016-10-01,1.360026436350517,0.8284291040801108,1.1026152836328735
2017-01-01,1.6768084796110538,0.8419062770024737,1.1402284773109217
2017-04-01,2.2409270204208322,0.9585267568623274,1.4145232449124068
2017-07-01,2.625945886645674,1.0148340376170353,1.3606091360958472
2017-10-01,2.8759499225595095,1.4686991702472687,1.5436727974449878
2018-01-01,2.7960593426499765,1.497238876460353,1.340498023882287
2018-04-01,2.2261886658160774,2.0603938780583078,1.308107020337055
2018-07-01,2.1380298586270667,1.677750079897731,1.0801151569437208
2018-10-01,2.057154426550159,1.6677297917924316,1.2555401782411497
2019-01-01,2.3579440831942318,1.8074303232603008,1.278638690594191
2019-04-01,2.4882513879307,1.653744871749346,1.1725065427206145
2019-07-01,2.412435252570164,1.8652684208657364,1.2141281079379593
2019-10-01,2.5467372646850404,2.2598307351774913,1.0792252363992951
2020-01-01,2.846888667198545,2.4120455949717696,0.8685065816096894
2020-04-01,2.9610194941327626,3.023292638755726,0.8200436023775874
2020-07-01,3.682684235007026,4.2269745155830165,1.0434083317579042
2020-10-01,3.9153562284853463,4.84448023862789,1.64074046130567
2021-01-01,4.142065950845692,5.236921605530107,1.6771788586469358
2021-04-01,3.7264711797845758,4.432943337712913,1.5537057792428364
2021-07-01,3.355764332957094,4.539102825420499,1.6184568881641432
2021-10-01,3.7541772600114074,4.08074220849165,1.5848468719366113
2022-01-01,4.090963878794149,5.142576471006001,2.101744341489762
2022-04-01,4.077306167991234,5.524339429234284,2.0494622420044495
2022-07-01,4.189115519448868,6.243666157688529,1.7223345351433712
2022-10-01,3.8820057555253,6.326513973225382,1.6801332297090426
2023-01-01,4.04430996353407,7.745974172318691,1.782158318356489
2023-04-01,4.559657183681351,9.701416853094706,2.1228728291955203
2023-07-01,4.455025247874233,7.371700342080655,2.0818158214741076
2023-10-01,5.9510144414362145,8.599555981676787,2.4501739387128154
2024-01-01,5.615977759216043,8.045531716439994,2.581899492917094
2024-04-01,6.101919980092465,9.827118449865653,3.083470271932523
2024-07-01,5.9511971055585455,9.447157700365754,3.824470431018139
2024-10-01,7.474615885802814,10.9743761940272,3.886899649072712
2025-01-01,8.643666268724076,12.84298635228389,5.5505897255197105
2025-04-01,8.362363520333647,12.287563651858953,5.133272660161226
